,Link,Nom,Detalls,Colors,Descompte
56,https://www.nike.com/ca/t/jordan-essentials-statement-fleece-hoodie-T2VPpT/DA9816-017,Jordan Essentials,Men's Statement Fleece Hoodie,1 Colour,19% off
57,https://www.nike.com/ca/t/paris-saint-germain-down-parka-DvdbHk/CK9736-010,Paris Saint-Germain,Men's Down Parka,1 Colour,29% off
58,https://www.nike.com/ca/t/sportswear-icon-clash-woven-trousers-RW3q4f/DM6287-010,Nike Sportswear Icon Clash,Women's Woven Trousers,1 Colour,29% off
59,https://www.nike.com/ca/t/fc-barcelona-strike-dri-fit-football-pants-r12p6C/DH7731-492,F.C. Barcelona Strike,Women's Nike Dri-FIT Football Pants,1 Colour,19% off
60,https://www.nike.com/ca/t/jordan-sport-dna-pullover-hoodie-CF1f8l/DM1410-501,Jordan Sport DNA,Pullover Hoodie,1 Colour,19% off
61,https://www.nike.com/ca/t/sportswear-hoodie-5TPHLw/CU4361-077,Nike Sportswear,Men's Full-Zip Hoodie,1 Colour,37% off
62,https://www.nike.com/ca/t/england-1-4-zip-football-top-7XVRSd/CI8408-100,England,Women's 1/4-Zip Football Top,1 Colour,19% off
63,https://www.nike.com/ca/t/mx-720-818-shoe-dNDt9j/BV5841-001,Nike MX-720-818,Men's Shoe,1 Colour,19% off
64,https://www.nike.com/ca/t/club-america-2021-22-stadium-home-football-shirt-1cxF06/CV7887-706,Club América 2021/22 Stadium Home,Men's Football Shirt,1 Colour,29% off
65,https://www.nike.com/ca/t/fff-strike-older-dri-fit-football-drill-top-wqBxDG/CZ0582-439,FFF Strike,Older Kids' Nike Dri-FIT Football Drill Top,1 Colour,18% off
66,https://www.nike.com/ca/t/repel-run-division-transitional-running-jacket-FRktSv/DM4773-100,Nike Repel Run Division,Men's Transitional Running Jacket,1 Colour,39% off
67,https://www.nike.com/ca/t/galatasaray-older-pre-match-short-sleeve-football-top-MmTc9L/CW5130-804,Galatasaray,Older Kids' Pre-Match Short-Sleeve Football Top,1 Colour,10% off
68,https://www.nike.com/ca/t/sportswear-1-4-zip-fleece-metallic-sweatshirt-LXrk2p/DR8918-510,Nike Sportswear,Women's 1/4-Zip Fleece Metallic Sweatshirt,2 Colours,18% off
69,https://www.nike.com/ca/t/air-max-dawn-shoes-gp1Rl6/DC9319-103,Nike Air Max Dawn,Baby/Toddler Shoes,2 Colours,17% off
70,https://www.nike.com/ca/t/paris-saint-germain-strike-fourth-dri-fit-football-drill-top-rkjQDN/DH7685-013,Paris Saint-Germain Strike Fourth,Men's Nike Dri-FIT Football Drill Top,1 Colour,19% off
71,https://www.nike.com/ca/t/croatia-2020-stadium-away-football-shirt-327bnh/CD0892-060,Croatia 2020 Stadium Away,Women's Football Shirt,1 Colour,34% off
72,https://www.nike.com/ca/t/tottenham-hotspur-2021-22-stadium-home-older-football-shirt-WSr6rT/CV8246-101,Tottenham Hotspur 2021/22 Stadium Home,Older Kids' Football Shirt,1 Colour,18% off
73,https://www.nike.com/ca/t/sportswear-woven-mid-rise-air-max-day-trousers-sHdFKD/DM6086-010,Nike Sportswear,Women's Woven Mid-Rise Air Max Day Trousers,1 Colour,24% off
74,https://www.nike.com/ca/t/sportswear-pack-older-woven-trousers-8ckVxQ/DM8526-494,Nike Sportswear Kids Pack,Older Kids' Woven Trousers,3 Colours,18% off
75,https://www.nike.com/ca/t/blazer-mid-77-jumbo-shoes-Tt0nDt/DQ1471-600,Nike Blazer Mid '77 Jumbo,Women's Shoes,1 Colour,29% off
76,https://www.nike.com/ca/t/sportswear-fleece-sweatshirt-m7gC5G/DO7230-494,Nike Sportswear,Fleece Sweatshirt,2 Colours,18% off
77,https://www.nike.com/ca/t/jordan-23-engineered-washed-fleece-hoodie-Q3jNb7/CV2766-731,Jordan 23 Engineered,Men's Washed Fleece Hoodie,1 Colour,29% off
78,https://www.nike.com/ca/t/sportswear-overshirt-Q9HDcq/DM5283-017,Nike Sportswear,Men's Overshirt,1 Colour,19% off
79,https://www.nike.com/ca/t/offline-3-mules-HwNdRZ/DJ5226-800,Nike Offline 3.0,Mules,2 Colours,45% off
80,https://www.nike.com/ca/t/nikecourt-zoom-nxt-hard-court-tennis-shoes-DP4CQ4/DH0222-102,NikeCourt Zoom NXT,Women's Hard Court Tennis Shoes,2 Colours,29% off
81,https://www.nike.com/ca/t/sportswear-sports-utility-fleece-gilet-NFbPNC/DQ5105-133,Nike Sportswear Therma-FIT,Men's Sports Utility Fleece Gilet,2 Colours,18% off
82,https://www.nike.com/ca/t/one-luxe-icon-clash-mid-rise-pocket-training-leggings-VpTLfQ/DM7623-817,Nike One Luxe Icon Clash,Women's Mid-Rise Pocket Training Leggings,2 Colours,29% off
83,https://www.nike.com/ca/t/inter-milan-2021-22-stadium-third-dri-fit-football-shirt-0CRM85/DB6225-011,Inter Milan 2021/22 Stadium Third,Women's Nike Dri-FIT Football Shirt,1 Colour,29% off
84,https://www.nike.com/ca/t/denver-nuggets-city-edition-dri-fit-nba-swingman-jersey-VlMdCB/DB4025-419,Denver Nuggets City Edition,Nike Dri-FIT NBA Swingman Jersey,1 Colour,19% off
85,https://www.nike.com/ca/t/blazer-low-77-shoe-S3k4n9/DC4769-101,Nike Blazer Low '77,Women's Shoe,1 Colour,29% off
86,https://www.nike.com/ca/t/crater-impact-shoes-T966CM/CW2386-001,Nike Crater Impact,Women's Shoes,1 Colour,39% off
87,https://www.nike.com/ca/t/sportswear-joggers-Fb2vDv/DM4673-101,Nike Sportswear,Men's Joggers,1 Colour,17% off
88,https://www.nike.com/ca/t/sb-lightweight-skate-jacket-vRmvPf/DQ6334-410,Nike SB,Lightweight Skate Jacket,1 Colour,29% off
89,https://www.nike.com/ca/t/paris-saint-germain-2021-22-stadium-third-dri-fit-football-shirt-Lf57mv/DB5900-011,Paris Saint-Germain 2021/22 Stadium Third,Men's Nike Dri-FIT Football Shirt,1 Colour,24% off
90,https://www.nike.com/ca/t/sportswear-tech-pack-woven-trousers-fwtPp5/AV4268-605,Nike Sportswear Tech Pack,Women's Woven Trousers,1 Colour,29% off
91,https://www.nike.com/ca/t/jordan-air-200e-shoes-rvXhLp/DC9836-001,Jordan Air 200E,Men's Shoes,2 Colours,39% off
92,https://www.nike.com/ca/t/liverpool-fc-strike-dri-fit-knit-football-tracksuit-bottoms-Bx2ZRT/DH6574-064,Liverpool F.C. Strike,Men's Nike Dri-FIT Knit Football Tracksuit Bottoms,1 Colour,18% off
93,https://www.nike.com/ca/t/jordan-dri-fit-air-fleece-trousers-mZHZ1l/DJ0873-010,Jordan Dri-FIT Air,Men's Fleece Trousers,1 Colour,29% off
94,https://www.nike.com/ca/t/sportswear-tech-pack-gilet-9crGh0/AR3047-891,Nike Sportswear Tech Pack,Women's Gilet,1 Colour,30% off
95,https://www.nike.com/ca/t/sportswear-tech-pack-hooded-jacket-Hw9X0C/BV4489-072,Nike Sportswear Tech Pack,Men's Hooded Full-Zip Jacket,1 Colour,19% off
96,https://www.nike.com/ca/t/retro-fly-basketball-trousers-L2RCLX/DH7263-010,Nike Retro Fly,Women's Basketball Trousers,1 Colour,24% off
97,https://www.nike.com/ca/t/chelsea-fc-2021-22-stadium-home-older-football-shirt-Gq6805/CV8220-409,Chelsea F.C. 2021/22 Stadium Home,Older Kids' Football Shirt,1 Colour,18% off
98,https://www.nike.com/ca/t/sccorinthians-2021-22-stadium-away-football-shirt-Jx5ncz/CV7910-010,S.C.Corinthians 2021/22 Stadium Away,Men's Football Shirt,1 Colour,19% off
99,https://www.nike.com/ca/t/react-infinity-run-flyknit-3-road-running-shoes-Rxz40r/DH5392-004,Nike React Infinity Run Flyknit 3,Men's Road Running Shoes,1 Colour,39% off
100,https://www.nike.com/ca/t/sportswear-essential-collection-washed-fleece-trousers-h0053K/DD5630-236,Nike Sportswear Essential Collection,Women's Washed Fleece Trousers,1 Colour,21% off
101,https://www.nike.com/ca/t/sportswear-style-essentials-unlined-cropped-trousers-Gk8KtT/DD7032-010,Nike Sportswear Style Essentials,Men's Unlined Cropped Trousers,1 Colour,29% off
102,https://www.nike.com/ca/t/air-zoom-structure-24-road-running-shoes-JcGGRT/DA8535-400,Nike Air Zoom Structure 24,Men's Road Running Shoes,1 Colour,29% off
103,https://www.nike.com/ca/t/sportswear-collection-essentials-easy-fleece-hoodie-Mt8sWx/DJ6939-610,Nike Sportswear Collection Essentials,Women's Easy Fleece Hoodie,1 Colour,18% off
104,https://www.nike.com/ca/t/jordan-flight-heritage-jacket-185BZc/DJ0238-010,Jordan Flight Heritage,Men's Jacket,1 Colour,38% off
105,https://www.nike.com/ca/t/air-zoom-pegasus-39-road-running-shoes-rl1bSG/DX8943-001,Nike Air Zoom Pegasus 39,Women's Road Running Shoes,1 Colour,29% off
106,https://www.nike.com/ca/t/liverpool-fc-2021-22-stadium-goalkeeper-older-football-jersey-Frjh8F/DB2567-740,Liverpool F.C. 2021/22 Stadium Goalkeeper,Older Kids' Football Shirt,1 Colour,29% off
107,https://www.nike.com/ca/t/dri-fit-lil-penny-basketball-jersey-krgsKC/DA5991-480,Nike Dri-FIT Lil' Penny,Men's Premium Basketball Jersey,1 Colour,29% off
108,https://www.nike.com/ca/t/sportswear-washed-jersey-hoodie-ZLwbcW/DM6716-126,Nike Sportswear,Washed Jersey Hoodie,1 Colour,18% off
109,https://www.nike.com/ca/t/eintracht-frankfurt-2021-22-stadium-home-football-shirt-fQM3PS/CV7914-011,Eintracht Frankfurt 2021/22 Stadium Home,Men's Football Shirt,1 Colour,34% off
110,https://www.nike.com/ca/t/paris-saint-germain-woven-football-jacket-Fj8h6k/DD6347-658,Paris Saint-Germain,Women's Woven Football Jacket,1 Colour,29% off
111,https://www.nike.com/ca/t/tottenham-hotspur-2021-22-third-kit-bd0Dpp/DB6266-529,Tottenham Hotspur 2021/22 Third,Baby & Toddler Kit,1 Colour,14% off
112,https://www.nike.com/ca/t/sportswear-fleece-tie-dye-trousers-5KNWLH/DM6363-621,Nike Sportswear,Women's Fleece Tie-Dye Trousers,1 Colour,21% off
113,https://www.nike.com/ca/t/yoga-luxe-high-waisted-7-8-colour-block-leggings-P8Z7q9/DM6996-010,Nike Yoga Luxe,Women's High-Waisted 7/8 Colour-Block Leggings,1 Colour,29% off
114,https://www.nike.com/ca/t/sportswear-swoosh-league-french-terry-pullover-hoodie-Fjpmjn/DM5462-410,Nike Sportswear Swoosh League,Men's French Terry Pullover Hoodie,4 Colours,34% off
115,https://www.nike.com/ca/t/zoomx-dragoy-bowerman-track-club-athletics-distance-spikes-PvdNfK/DN4860-600,Nike ZoomX Dragonfly Bowerman Track Club,Athletics Distance Spikes,1 Colour,34% off
116,https://www.nike.com/ca/t/paris-saint-germain-strike-fourth-dri-fit-football-tracksuit-gNNwPf/DR2102-013,Paris Saint-Germain Strike Fourth,Men's Nike Dri-FIT Football Tracksuit,1 Colour,39% off
117,https://www.nike.com/ca/t/gyakusou-woven-shorts-d9Tx9n/CU2649-133,Nike x Gyakusou,Woven Shorts,2 Colours,39% off
118,https://www.nike.com/ca/t/air-woven-jacket-P8j0Sn/BV5163-743,Nike Air,Woven Jacket,1 Colour,30% off
119,https://www.nike.com/ca/t/fc-barcelona-2021-22-stadium-home-football-shirt-mdlHVk/CV8182-428,F.C. Barcelona 2021/22 Stadium Home,Women's Football Shirt,1 Colour,24% off
120,https://www.nike.com/ca/t/fc-barcelona-dri-fit-pre-match-football-top-CClZLm/DH7734-837,F.C. Barcelona,Women's Nike Dri-FIT Pre-Match Football Top,1 Colour,17% off
121,https://www.nike.com/ca/t/tottenham-hotspur-strike-older-football-pants-2qP6BD/CW2170-429,Tottenham Hotspur Strike,Older Kids' Football Pants,1 Colour,14% off
122,https://www.nike.com/ca/t/dri-fit-run-division-rise-365-short-sleeve-running-top-rhmdbZ/DM4636-017,Nike Dri-FIT Run Division Rise 365,Men's Short-Sleeve Running Top,3 Colours,10% off
123,https://www.nike.com/ca/t/sportswear-dri-fit-tech-pack-high-rise-woven-trousers-b1TRz7/DM6170-060,Nike Sportswear Dri-FIT Tech Pack,Women's High-Rise Woven Trousers,1 Colour,49% off
124,https://www.nike.com/ca/t/sportswear-tech-pack-trousers-0kdM86/CZ9791-370,Nike Sportswear Tech Pack,Women's Trousers,1 Colour,19% off
125,https://www.nike.com/ca/t/paris-saint-germain-statement-fleece-pants-5lV2z6/CZ0805-010,Paris Saint-Germain,Men's Statement Fleece Pants,1 Colour,29% off
126,https://www.nike.com/ca/t/esc-hoodie-w9zPKg/CW3733-414,Nike ESC,Men's Hoodie,1 Colour,14% off
127,https://www.nike.com/ca/t/sportswear-unite-totale-dress-Zx3s9m/CJ2617-677,Nike Sportswear Unité Totale,Women's Dress,1 Colour,24% off
128,https://www.nike.com/ca/t/sportswear-tech-knit-cropped-tank-P9zDXq/939931-475,Nike Sportswear Tech Knit,Women's Cropped Tank,1 Colour,17% off
129,https://www.nike.com/ca/t/air-french-terry-shorts-pJh7n4/DM5211-407,Nike Air,Men's French Terry Shorts,3 Colours,19% off
130,https://www.nike.com/ca/t/flyease-play-older-poncho-3nSN7S/DM8527-379,Nike FlyEase Play,Older Kids' Poncho,1 Colour,19% off
131,https://www.nike.com/ca/t/air-max-genome-shoes-P0qnPw/CW1648-003,Nike Air Max Genome,Men's Shoes,1 Colour,37% off
132,https://www.nike.com/ca/t/fc-barcelona-strike-dri-fit-knit-football-pants-sBJ7sN/CW1847-427,F.C. Barcelona Strike,Men's Nike Dri-FIT Knit Football Pants,1 Colour,19% off
133,https://www.nike.com/ca/t/england-older-short-sleeve-football-top-5CFnW3/CD2586-600,England,Older Kids' Short-Sleeve Football Top,1 Colour,10% off
134,https://www.nike.com/ca/t/rb-leipzig-2021-22-stadium-away-older-football-shirt-9Xf5nL/CV8235-011,RB Leipzig 2021/22 Stadium Away,Older Kids' Football Shirt,1 Colour,29% off
135,https://www.nike.com/ca/t/fc-barcelona-strike-elite-dri-fit-adv-football-drill-top-kBpbGJ/CW1228-621,F.C. Barcelona Strike Elite,Women's Nike Dri-FIT ADV Football Drill Top,1 Colour,19% off
136,https://www.nike.com/ca/t/liverpool-fc-2021-22-stadium-home-older-football-shirt-DhfxLQ/DB2568-688,Liverpool F.C. 2021/22 Stadium Home,Older Kids' Football Shirt,1 Colour,18% off
137,https://www.nike.com/ca/t/liverpool-fc-strike-older-dri-fit-knit-football-tracksuit-4hnKPj/DB7702-065,Liverpool F.C. Strike,Older Kids' Nike Dri-FIT Knit Football Tracksuit,1 Colour,39% off
138,https://www.nike.com/ca/t/sportswear-sport-essentials-high-pile-fleece-pullover-hoodie-vzCGhm/DD5013-010,Nike Sportswear Sport Essentials+,Men's High-Pile Fleece Pullover Hoodie,1 Colour,34% off
139,https://www.nike.com/ca/t/sportswear-logo-crew-77t5Cx/BV3443-610,Nike Sportswear,Logo Crew,1 Colour,29% off
140,https://www.nike.com/ca/t/jordan-flight-heritage-warm-up-jacket-60sR1M/DQ7550-045,Jordan Flight Heritage,Men's Warm-Up Jacket,1 Colour,39% off
141,https://www.nike.com/ca/t/air-max-90-se-next-nature-older-shoes-st97Cb/DQ4016-400,Nike Air Max 90 SE Next Nature,Older Kids' Shoes,1 Colour,19% off
142,https://www.nike.com/ca/t/sportswear-air-max-fleece-trousers-pFDRQT/CW6549-010,Nike Sportswear Air Max,Men's Fleece Trousers,1 Colour,29% off
143,https://www.nike.com/ca/t/air-max-dawn-older-shoes-kdcVqQ/DV7077-001,Nike Air Max Dawn,Older Kids' Shoes,1 Colour,39% off
144,https://www.nike.com/ca/t/air-zoom-tempo-next-road-running-shoes-GmFCVV/CI9924-003,Nike Air Zoom Tempo NEXT%,Women's Road Running Shoes,3 Colours,29% off
145,https://www.nike.com/ca/t/sportswear-essential-fleece-pullover-hoodie-dqBZNN/BV4124-674,Nike Sportswear Essential,Women's Fleece Pullover Hoodie,1 Colour,17% off
146,https://www.nike.com/ca/t/sportswear-tech-pack-jacket-DkCL2X/CZ9787-370,Nike Sportswear Tech Pack,Women's Jacket,1 Colour,39% off
147,https://www.nike.com/ca/t/pumas-unam-2021-22-stadium-away-dri-fit-football-shirt-qPmw6R/CV7904-410,Pumas UNAM 2021/22 Stadium Away,Men's Nike Dri-FIT Football Shirt,1 Colour,29% off
148,https://www.nike.com/ca/t/sportswear-fleece-joggers-P627r1/DR9274-247,Nike Sportswear,Men's Fleece Joggers,2 Colours,10% off
149,https://www.nike.com/ca/t/sportswear-essentials-faux-fur-jacket-02pW5q/DM9202-010,Nike Sportswear Essentials,Women's Faux Fur Jacket (Plus Size),1 Colour,39% off
150,https://www.nike.com/ca/t/new-orleans-pelicans-city-edition-dri-fit-nba-swingman-jersey-WNN2x4/DB4037-100,New Orleans Pelicans City Edition,Nike Dri-FIT NBA Swingman Jersey,1 Colour,39% off
151,https://www.nike.com/ca/t/fc-barcelona-older-dri-fit-travel-football-pants-nTb2DB/DH8076-492,F.C. Barcelona,Older Kids' Nike Dri-FIT Travel Football Pants,1 Colour,21% off
152,https://www.nike.com/ca/t/jordan-essentials-fleece-trousers-X8LL41/DD7001-011,Jordan Essentials,Women's Fleece Trousers,1 Colour,29% off
153,https://www.nike.com/ca/t/atletico-madrid-2021-22-match-home-dri-fit-adv-football-shirt-rssZRn/CV7840-612,Atlético Madrid 2021/22 Match Home,Men's Nike Dri-FIT ADV Football Shirt,1 Colour,26% off
154,https://www.nike.com/ca/t/pegasus-turbo-next-nature-road-running-shoes-GH2jt1/DM3414-002,Nike Pegasus Turbo Next Nature,Women's Road Running Shoes,1 Colour,29% off
155,https://www.nike.com/ca/t/sportswear-flared-fleece-trousers-l1wdGv/DV8194-012,Nike Sportswear,Women's Flared Fleece Trousers,1 Colour,17% off
156,https://www.nike.com/ca/t/jordan-23-engineered-dress-GKGBC5/DO4493-835,Jordan 23 Engineered,Women's Dress,1 Colour,49% off
157,https://www.nike.com/ca/t/air-hooded-woven-jacket-pQqhvv/DQ4213-765,Nike Air,Men's Full-Zip Hooded Woven Jacket,1 Colour,39% off
158,https://www.nike.com/ca/t/england-2022-home-younger-football-kit-wgdZkX/CZ1334-100,England 2022 Home,Younger Kids' Nike Football Kit,1 Colour,19% off
159,https://www.nike.com/ca/t/huarache-run-older-shoes-wtwRk5/DV3479-100,Nike Huarache Run,Older Kids' Shoes,1 Colour,29% off
160,https://www.nike.com/ca/t/sportswear-circa-50-fleece-hoodie-wZkCX4/DQ6224-010,Nike Sportswear Circa 50,Women's Fleece Hoodie,1 Colour,39% off
161,https://www.nike.com/ca/t/waffle-one-younger-shoes-DWmLXZ/DC0480-005,Nike Waffle One,Younger Kids' Shoes,1 Colour,13% off
162,https://www.nike.com/ca/t/polo-polo-ZMDds5/DH0966-407,The Nike Polo,Men's Polo,1 Colour,18% off
163,https://www.nike.com/ca/t/fff-2022-stadium-home-older-football-shirt-337WWs/CV5791-439,FFF 2022 Stadium Home,Older Kids' Nike Football Shirt,1 Colour,19% off
164,https://www.nike.com/ca/t/lebron-james-john-elliott-blouson-3zTbMwpd/AA7077-010,LeBron James x John Elliott,Men's Blouson,1 Colour,29% off
